Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Month,City,Company,MonthlyHours,TariffRate,ElectricityBill
16,23.0,2.0,14.0,12.0,0,5,New Delhi,Indowind Energy,650,8.5,5525.0
15,22.0,0.0,4.0,1.0,0,6,Noida,L&T Transmission & Distribution,265,8.2,2173.0
14,23.0,3.0,3.0,12.0,0,10,Hyderabad,Orient Green,715,8.4,6006.0
17,22.0,2.0,7.0,1.0,0,10,Dahej,NTPC Pvt. Ltd.,530,7.6,4028.0
17,23.0,1.0,19.0,1.0,0,1,Kolkata,Kalpataru Power,571,8.7,4967.7
20,23.0,1.0,7.0,1.0,0,10,Ratnagiri,Reliance Power,517,7.4,3825.8
16,22.0,0.0,9.0,12.0,0,11,Noida,TransRail Lighting,430,8.2,3525.9999999999995
9,21.0,3.0,13.0,1.0,0,7,Pune,Sterlite Power Transmission Ltd,548,9.1,4986.8
21,22.0,1.0,13.0,1.0,0,4,Ratnagiri,SJVN Ltd.,600,7.4,4440.0
9,23.0,1.0,9.0,1.0,0,10,Pune,Power Grid Corp,411,9.1,3740.1
5,22.0,2.0,6.0,1.0,0,9,New Delhi,KEC International,471,8.5,4003.5
18,22.0,1.0,18.0,1.0,0,7,Dahej,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",478,7.6,3632.7999999999997
9,19.0,1.0,14.0,1.0,0,10,Dahej,NTPC Pvt. Ltd.,308,7.6,2340.7999999999997
13,23.0,0.0,6.0,1.0,0,11,Ahmedabad,Optibelt Power Transmission India Private Limited,326,7.9,2575.4
6,23.0,0.0,20.0,1.0,0,1,Ratnagiri,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",506,7.4,3744.4
23,23.0,1.0,21.0,12.0,0,9,Dahej,Jyoti Structure,733,7.6,5570.8
12,23.0,1.0,15.0,12.0,0,9,Navi Mumbai,Optibelt Power Transmission India Private Limited,670,9.3,6231.000000000001
15,23.0,2.0,9.0,12.0,0,11,Hyderabad,Guj Ind Power,559,8.4,4695.6
6,22.0,1.0,22.0,1.0,0,6,Gurgaon,Neueon Towers / Sujana Towers Ltd.,565,8.3,4689.5
17,23.0,0.0,13.0,1.0,0,6,New Delhi,Reliance Energy,476,8.5,4046.0
18,22.0,0.0,7.0,12.0,0,8,Noida,Indowind Energy,445,8.2,3648.9999999999995
22,22.0,3.0,13.0,1.0,0,1,Chennai,Sterlite Power Transmission Ltd,503,8.8,4426.400000000001
20,22.0,0.0,6.0,1.0,0,11,Kolkata,Torrent Power Ltd.,323,8.7,2810.1
7,19.0,2.0,22.0,1.0,0,12,Noida,Kalpataru Power,575,8.2,4715.0
11,22.0,3.0,3.0,1.0,0,6,Navi Mumbai,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",496,9.3,4612.8
7,19.0,1.0,4.0,1.0,0,2,Chennai,Bonfiglioli Transmission Pvt. Ltd.,228,8.8,2006.4
5,20.0,2.0,11.0,1.0,0,9,Faridabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,507,8.1,4106.7
20,22.0,2.0,10.0,1.0,0,8,Kolkata,KEC International,471,8.7,4097.7
7,21.0,2.0,15.0,1.0,0,6,Hyderabad,KEC International,561,8.4,4712.400000000001
7,19.0,3.0,9.0,1.0,0,5,Ahmedabad,Kalpataru Power,402,7.9,3175.8
10,17.0,0.0,8.0,1.0,0,9,Navi Mumbai,NTPC Pvt. Ltd.,409,9.3,3803.7000000000003
21,22.0,2.0,16.0,12.0,0,9,Ahmedabad,TransRail Lighting,720,7.9,5688.0
10,21.0,0.0,21.0,7.0,0,1,Noida,L&T Transmission & Distribution,671,8.2,5502.2
12,22.0,3.0,19.0,12.0,0,5,Kolkata,Unitech Power Transmission Ltd.,755,8.7,6568.499999999999
11,23.0,2.0,18.0,1.0,0,6,Ahmedabad,Sterlite Power Transmission Ltd,514,7.9,4060.6000000000004
22,23.0,3.0,15.0,1.0,0,8,Noida,Sunil Hitech Eng,715,8.2,5862.999999999999
16,22.0,0.0,3.0,1.0,0,12,Nagpur,NLC India,265,8.9,2358.5
10,22.0,0.0,13.0,1.0,0,4,New Delhi,Bonfiglioli Transmission Pvt. Ltd.,361,8.5,3068.5
5,19.0,0.0,5.0,1.0,0,5,Shimla,TransRail Lighting,200,7.7,1540.0
12,23.0,1.0,19.0,1.0,0,7,Dahej,NHPC,532,7.6,4043.2
8,23.0,1.0,5.0,1.0,0,4,Ratnagiri,KEC International,327,7.4,2419.8
9,21.0,3.0,21.0,7.0,0,2,Ratnagiri,Orient Green,649,7.4,4802.6
22,23.0,2.0,22.0,1.0,0,3,Chennai,Orient Green,749,8.8,6591.200000000001
5,20.0,1.0,8.0,1.0,0,3,Mumbai,Adani Power Ltd.,293,9.2,2695.6
23,23.0,3.0,22.0,12.0,0,6,New Delhi,L&T Transmission & Distribution,907,8.5,7709.5
5,20.0,2.0,19.0,1.0,0,11,Dahej,NHPC,536,7.6,4073.6
18,22.0,0.0,22.0,12.0,0,12,Hyderabad,SJVN Ltd.,789,8.4,6627.6
16,22.0,0.0,4.0,12.0,0,3,Mumbai,TransRail Lighting,596,9.2,5483.2
7,18.0,0.0,22.0,1.0,0,7,Navi Mumbai,KEC International,577,9.3,5366.1
12,22.0,2.0,14.0,1.0,0,12,Hyderabad,Ringfeder Power Transmission India Pvt. Ltd.,502,8.4,4216.8
13,22.0,0.0,4.0,1.0,0,7,Dahej,JSW Energy Ltd.,351,7.6,2667.6
11,23.0,1.0,5.0,1.0,0,4,Chennai,TransRail Lighting,507,8.8,4461.6
15,22.0,3.0,4.0,1.0,0,8,Faridabad,NTPC Pvt. Ltd.,434,8.1,3515.3999999999996
16,23.0,1.0,8.0,1.0,0,7,Shimla,SJVN Ltd.,615,7.7,4735.5
21,23.0,2.0,4.0,1.0,0,8,Kolkata,GE T&D India Limited,559,8.7,4863.299999999999
7,22.0,2.0,10.0,1.0,0,1,Mumbai,L&T Transmission & Distribution,571,9.2,5253.2
18,22.0,1.0,16.0,1.0,0,11,New Delhi,Adani Power Ltd.,560,8.5,4760.0
15,23.0,3.0,11.0,1.0,0,1,Chennai,NTPC Pvt. Ltd.,650,8.8,5720.000000000001
23,23.0,0.0,20.0,1.0,0,3,Vadodara,Jyoti Structure,541,7.8,4219.8
15,22.0,1.0,7.0,1.0,0,2,Shimla,Sterlite Power Transmission Ltd,529,7.7,4073.3
23,23.0,3.0,5.0,1.0,0,6,Dahej,Reliance Energy,662,7.6,5031.2
21,22.0,3.0,10.0,1.0,0,12,Pune,Optibelt Power Transmission India Private Limited,666,9.1,6060.599999999999
8,19.0,3.0,14.0,1.0,0,8,Chennai,Indowind Energy,568,8.8,4998.400000000001
5,17.0,3.0,19.0,7.0,0,2,Gurgaon,L&T Transmission & Distribution,559,8.3,4639.700000000001
17,22.0,3.0,10.0,1.0,0,7,Dahej,Jaiprakash Power,691,7.6,5251.599999999999
5,19.0,2.0,10.0,1.0,0,8,Mumbai,GE T&D India Limited,542,9.2,4986.4
12,22.0,2.0,20.0,1.0,0,12,Ahmedabad,Indowind Energy,617,7.9,4874.3
19,22.0,2.0,7.0,1.0,0,8,Shimla,TransRail Lighting,600,7.7,4620.0
20,23.0,1.0,7.0,1.0,0,8,Dahej,Jyoti Structure,630,7.6,4788.0
10,18.0,2.0,10.0,1.0,0,12,Navi Mumbai,Sunil Hitech Eng,349,9.3,3245.7000000000003
15,23.0,2.0,19.0,1.0,0,9,Mumbai,NLC India,543,9.2,4995.599999999999
16,22.0,2.0,6.0,1.0,0,11,Ratnagiri,L&T Transmission & Distribution,379,7.4,2804.6
7,22.0,0.0,16.0,1.0,0,5,Vadodara,CESC,487,7.8,3798.6
16,23.0,1.0,4.0,12.0,0,10,Vadodara,Guj Ind Power,494,7.8,3853.2
7,19.0,0.0,17.0,1.0,0,2,Pune,Jyoti Structure,453,9.1,4122.3
14,22.0,3.0,4.0,12.0,0,7,Chennai,Tata Power Company Ltd.,497,8.8,4373.6
16,22.0,0.0,13.0,1.0,0,6,Ahmedabad,Unitech Power Transmission Ltd.,440,7.9,3476.0
6,22.0,2.0,16.0,1.0,0,9,Pune,Tata Power Company Ltd.,538,9.1,4895.8
15,22.0,1.0,4.0,1.0,0,11,Nagpur,Guj Ind Power,405,8.9,3604.5
12,22.0,2.0,9.0,1.0,0,12,Shimla,GE T&D India Limited,541,7.7,4165.7
5,21.0,2.0,12.0,1.0,0,7,Shimla,JSW Energy Ltd.,472,7.7,3634.4
23,22.0,2.0,3.0,1.0,0,1,Hyderabad,Adani Power Ltd.,511,8.4,4292.400000000001
8,19.0,0.0,17.0,1.0,0,2,Noida,Adani Power Ltd.,295,8.2,2419.0
23,23.0,1.0,15.0,1.0,0,3,Gurgaon,Adani Power Ltd.,569,8.3,4722.700000000001
23,23.0,1.0,22.0,1.0,0,3,Kolkata,NHPC,576,8.7,5011.2
7,23.0,3.0,18.0,1.0,0,5,New Delhi,Optibelt Power Transmission India Private Limited,450,8.5,3825.0
11,22.0,0.0,16.0,1.0,0,2,New Delhi,Jyoti Structure,493,8.5,4190.5
14,23.0,2.0,3.0,1.0,0,12,Kolkata,Jyoti Structure,390,8.7,3392.9999999999995
17,22.0,3.0,12.0,1.0,0,9,Pune,Bonfiglioli Transmission Pvt. Ltd.,491,9.1,4468.099999999999
7,21.0,2.0,22.0,1.0,0,9,Navi Mumbai,CESC,590,9.3,5487.0
22,22.0,1.0,22.0,12.0,0,10,Mumbai,Orient Green,667,9.2,6136.4
19,22.0,1.0,20.0,1.0,0,11,Dahej,Bonfiglioli Transmission Pvt. Ltd.,554,7.6,4210.4
21,23.0,3.0,4.0,1.0,0,11,Chennai,Reliance Energy,415,8.8,3652.0000000000005
22,23.0,1.0,4.0,1.0,0,9,Ahmedabad,Guj Ind Power,489,7.9,3863.1000000000004
7,23.0,1.0,18.0,7.0,0,8,Pune,CESC,566,9.1,5150.599999999999
13,23.0,3.0,17.0,1.0,0,6,New Delhi,Kalpataru Power,642,8.5,5457.0
14,23.0,3.0,6.0,1.0,0,9,Dahej,Torrent Power Ltd.,405,7.6,3078.0
22,23.0,3.0,16.0,1.0,0,9,Vadodara,SJVN Ltd.,638,7.8,4976.4
9,18.0,0.0,10.0,1.0,0,7,Shimla,Tata Power Company Ltd.,429,7.7,3303.3
19,23.0,3.0,13.0,1.0,0,8,Shimla,Reliance Power,629,7.7,4843.3
17,23.0,0.0,17.0,12.0,0,1,Hyderabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,568,8.4,4771.2
21,23.0,2.0,15.0,1.0,0,6,Dahej,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",456,7.6,3465.6
15,23.0,1.0,15.0,1.0,0,6,Faridabad,Torrent Power Ltd.,603,8.1,4884.3
6,23.0,3.0,10.0,1.0,0,3,Faridabad,Sunil Hitech Eng,404,8.1,3272.3999999999996
18,22.0,3.0,20.0,1.0,0,1,Kolkata,Guj Ind Power,616,8.7,5359.2
14,23.0,0.0,9.0,1.0,0,12,Faridabad,Optibelt Power Transmission India Private Limited,510,8.1,4131.0
7,21.0,3.0,16.0,1.0,0,8,Mumbai,Sterlite Power Transmission Ltd,539,9.2,4958.799999999999
12,23.0,3.0,13.0,1.0,0,10,Navi Mumbai,Tata Power Company Ltd.,686,9.3,6379.8
5,20.0,1.0,16.0,1.0,0,10,Hyderabad,Reliance Energy,341,8.4,2864.4
11,23.0,1.0,12.0,1.0,0,12,Gurgaon,Tata Power Company Ltd.,433,8.3,3593.9
22,22.0,1.0,12.0,1.0,0,1,Dahej,Tata Power Company Ltd.,537,7.6,4081.2
16,23.0,2.0,22.0,1.0,0,10,Faridabad,GE T&D India Limited,738,8.1,5977.8
22,23.0,1.0,19.0,1.0,0,6,Chennai,Kalpataru Power,563,8.8,4954.400000000001
12,22.0,0.0,16.0,1.0,0,9,Ratnagiri,L&T Transmission & Distribution,580,7.4,4292.0
23,22.0,0.0,4.0,12.0,0,2,Shimla,JSW Energy Ltd.,479,7.7,3688.3
16,23.0,1.0,14.0,1.0,0,7,Kolkata,Orient Green,507,8.7,4410.9
13,22.0,2.0,12.0,1.0,0,11,Ratnagiri,L&T Transmission & Distribution,610,7.4,4514.0
15,23.0,0.0,20.0,1.0,0,12,Nagpur,Reliance Energy,683,8.9,6078.7
14,23.0,3.0,12.0,1.0,0,10,Vadodara,Bonfiglioli Transmission Pvt. Ltd.,486,7.8,3790.7999999999997
16,23.0,3.0,7.0,12.0,0,8,Faridabad,NTPC Pvt. Ltd.,737,8.1,5969.7
14,23.0,1.0,8.0,1.0,0,2,Pune,Orient Green,370,9.1,3367.0
10,17.0,0.0,11.0,1.0,0,6,Gurgaon,Adani Power Ltd.,303,8.3,2514.9
16,22.0,0.0,4.0,1.0,0,10,Nagpur,Sterlite Power Transmission Ltd,481,8.9,4280.900000000001
11,23.0,2.0,4.0,1.0,0,8,Faridabad,Torrent Power Ltd.,434,8.1,3515.3999999999996
16,23.0,3.0,22.0,1.0,0,12,Shimla,Adani Power Ltd.,708,7.7,5451.6
13,23.0,1.0,10.0,1.0,0,4,Noida,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),382,8.2,3132.3999999999996
8,23.0,2.0,5.0,1.0,0,2,Dahej,Jyoti Structure,477,7.6,3625.2
7,23.0,1.0,20.0,7.0,0,6,Navi Mumbai,Adani Power Ltd.,467,9.3,4343.1
16,23.0,0.0,6.0,1.0,0,4,Navi Mumbai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,481,9.3,4473.3
11,23.0,1.0,16.0,12.0,0,4,Nagpur,NHPC,502,8.9,4467.8
17,23.0,2.0,21.0,1.0,0,1,Pune,Jaiprakash Power,769,9.1,6997.9
22,22.0,1.0,10.0,12.0,0,12,Gurgaon,Orient Green,524,8.3,4349.200000000001
5,21.0,1.0,19.0,1.0,0,6,Gurgaon,Tata Power Company Ltd.,525,8.3,4357.5
6,22.0,2.0,9.0,1.0,0,10,Vadodara,Indowind Energy,578,7.8,4508.4
16,22.0,0.0,3.0,12.0,0,10,Gurgaon,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",415,8.3,3444.5000000000005
7,22.0,0.0,12.0,7.0,0,2,New Delhi,KEC International,365,8.5,3102.5
21,23.0,3.0,3.0,12.0,0,3,Gurgaon,SJVN Ltd.,694,8.3,5760.200000000001
10,18.0,0.0,14.0,1.0,0,5,Navi Mumbai,Tata Power Company Ltd.,304,9.3,2827.2000000000003
16,23.0,1.0,19.0,12.0,0,2,Ahmedabad,Guj Ind Power,504,7.9,3981.6000000000004
5,18.0,2.0,10.0,1.0,0,4,Vadodara,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",326,7.8,2542.7999999999997
12,22.0,0.0,8.0,1.0,0,5,Navi Mumbai,NLC India,443,9.3,4119.900000000001
19,22.0,2.0,15.0,1.0,0,9,Hyderabad,Bonfiglioli Transmission Pvt. Ltd.,577,8.4,4846.8
7,22.0,1.0,17.0,1.0,0,2,Pune,Kalpataru Power,578,9.1,5259.8
23,23.0,3.0,5.0,1.0,0,7,Ahmedabad,Tata Power Company Ltd.,428,7.9,3381.2000000000003
8,22.0,3.0,8.0,7.0,0,12,Ratnagiri,KEC International,421,7.4,3115.4
6,21.0,3.0,13.0,1.0,0,7,Pune,NHPC,439,9.1,3994.8999999999996
23,23.0,2.0,5.0,1.0,0,3,Navi Mumbai,NLC India,656,9.3,6100.8
12,22.0,1.0,3.0,1.0,0,6,Ahmedabad,Kalpataru Power,412,7.9,3254.8
9,17.0,1.0,15.0,1.0,0,7,Kolkata,Sunil Hitech Eng,499,8.7,4341.299999999999
23,23.0,1.0,16.0,1.0,0,5,Chennai,GE T&D India Limited,687,8.8,6045.6
16,22.0,2.0,22.0,1.0,0,11,Hyderabad,Tata Power Company Ltd.,480,8.4,4032.0
8,20.0,0.0,10.0,1.0,0,8,Ahmedabad,L&T Transmission & Distribution,436,7.9,3444.4
14,23.0,3.0,16.0,1.0,0,4,Nagpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,660,8.9,5874.0
10,23.0,0.0,19.0,1.0,0,5,Navi Mumbai,TransRail Lighting,638,9.3,5933.400000000001
22,23.0,0.0,20.0,1.0,0,8,New Delhi,Jaiprakash Power,615,8.5,5227.5
12,23.0,2.0,3.0,1.0,0,1,Kolkata,Sterlite Power Transmission Ltd,465,8.7,4045.4999999999995
15,23.0,3.0,17.0,12.0,0,3,Mumbai,GE T&D India Limited,773,9.2,7111.599999999999
14,23.0,3.0,13.0,1.0,0,9,Pune,Adani Power Ltd.,544,9.1,4950.4
9,20.0,1.0,9.0,1.0,0,12,Chennai,Ringfeder Power Transmission India Pvt. Ltd.,522,8.8,4593.6
12,22.0,3.0,7.0,1.0,0,11,New Delhi,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),469,8.5,3986.5
16,23.0,0.0,3.0,1.0,0,3,Navi Mumbai,L&T Transmission & Distribution,462,9.3,4296.6
13,23.0,1.0,8.0,1.0,0,7,Kolkata,Neueon Towers / Sujana Towers Ltd.,471,8.7,4097.7
13,23.0,2.0,10.0,1.0,0,6,Ahmedabad,Bonfiglioli Transmission Pvt. Ltd.,362,7.9,2859.8
15,23.0,0.0,5.0,12.0,0,2,Faridabad,NHPC,511,8.1,4139.099999999999
11,22.0,0.0,8.0,1.0,0,6,Vadodara,Tata Power Company Ltd.,428,7.8,3338.4
5,19.0,3.0,5.0,1.0,0,3,Navi Mumbai,Neueon Towers / Sujana Towers Ltd.,507,9.3,4715.1
13,23.0,3.0,11.0,1.0,0,7,Mumbai,SJVN Ltd.,426,9.2,3919.2
10,18.0,0.0,3.0,1.0,0,9,Kolkata,Optibelt Power Transmission India Private Limited,246,8.7,2140.2
12,23.0,0.0,14.0,1.0,0,8,Ahmedabad,Sunil Hitech Eng,352,7.9,2780.8
9,21.0,0.0,6.0,1.0,0,1,Noida,Kalpataru Power,323,8.2,2648.6
18,23.0,2.0,13.0,1.0,0,4,Nagpur,NLC India,445,8.9,3960.5
20,23.0,3.0,13.0,1.0,0,2,Ratnagiri,NTPC Pvt. Ltd.,662,7.4,4898.8
12,23.0,2.0,6.0,1.0,0,5,Shimla,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",539,7.7,4150.3
18,22.0,0.0,7.0,1.0,0,10,Mumbai,Tata Power Company Ltd.,563,9.2,5179.599999999999
15,22.0,0.0,5.0,1.0,0,2,Vadodara,Optibelt Power Transmission India Private Limited,246,7.8,1918.8
19,23.0,2.0,12.0,12.0,0,5,New Delhi,TransRail Lighting,696,8.5,5916.0
12,23.0,2.0,16.0,1.0,0,2,Hyderabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),430,8.4,3612.0
19,22.0,1.0,22.0,12.0,0,6,Hyderabad,Jyoti Structure,701,8.4,5888.400000000001
23,23.0,3.0,12.0,1.0,0,8,Navi Mumbai,Tata Power Company Ltd.,693,9.3,6444.900000000001
22,22.0,1.0,20.0,1.0,0,2,Chennai,Guj Ind Power,660,8.8,5808.000000000001
19,22.0,3.0,17.0,12.0,0,12,Pune,Kalpataru Power,634,9.1,5769.4
9,23.0,1.0,8.0,1.0,0,3,Mumbai,GE T&D India Limited,552,9.2,5078.4
11,23.0,0.0,14.0,1.0,0,12,Mumbai,Ringfeder Power Transmission India Pvt. Ltd.,484,9.2,4452.799999999999
11,23.0,3.0,13.0,12.0,0,11,Ahmedabad,Adani Power Ltd.,643,7.9,5079.7
20,23.0,3.0,12.0,1.0,0,2,Faridabad,Ringfeder Power Transmission India Pvt. Ltd.,469,8.1,3798.8999999999996
23,22.0,1.0,3.0,1.0,0,7,New Delhi,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),386,8.5,3281.0
18,22.0,0.0,11.0,1.0,0,1,Hyderabad,Sterlite Power Transmission Ltd,372,8.4,3124.8
6,22.0,0.0,4.0,1.0,0,11,Pune,Sterlite Power Transmission Ltd,362,9.1,3294.2
15,22.0,3.0,5.0,1.0,0,2,Nagpur,Neueon Towers / Sujana Towers Ltd.,474,8.9,4218.6
19,22.0,2.0,22.0,12.0,0,6,Shimla,Sunil Hitech Eng,731,7.7,5628.7
14,23.0,1.0,22.0,1.0,0,1,Ratnagiri,GE T&D India Limited,492,7.4,3640.8
14,23.0,3.0,16.0,1.0,0,10,Hyderabad,Sunil Hitech Eng,663,8.4,5569.2
13,23.0,3.0,5.0,1.0,0,9,Hyderabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,611,8.4,5132.400000000001
21,23.0,0.0,12.0,1.0,0,5,Dahej,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,534,7.6,4058.3999999999996
21,22.0,2.0,8.0,1.0,0,11,Noida,L&T Transmission & Distribution,503,8.2,4124.599999999999
20,23.0,0.0,11.0,12.0,0,11,Gurgaon,Ringfeder Power Transmission India Pvt. Ltd.,676,8.3,5610.8
15,22.0,2.0,10.0,1.0,0,6,Noida,Neueon Towers / Sujana Towers Ltd.,462,8.2,3788.3999999999996
8,20.0,2.0,21.0,1.0,0,2,Hyderabad,Bonfiglioli Transmission Pvt. Ltd.,452,8.4,3796.8
8,19.0,3.0,18.0,1.0,0,12,Shimla,Unitech Power Transmission Ltd.,489,7.7,3765.3
14,23.0,1.0,4.0,1.0,0,9,New Delhi,Guj Ind Power,440,8.5,3740.0
22,23.0,0.0,18.0,1.0,0,10,Faridabad,Orient Green,610,8.1,4941.0
16,23.0,2.0,8.0,1.0,0,10,Noida,Tata Power Company Ltd.,621,8.2,5092.2
7,20.0,2.0,17.0,1.0,0,10,Kolkata,Bonfiglioli Transmission Pvt. Ltd.,631,8.7,5489.7
20,22.0,1.0,10.0,1.0,0,5,Pune,SJVN Ltd.,430,9.1,3913.0
6,21.0,2.0,14.0,1.0,0,5,Shimla,Jaiprakash Power,384,7.7,2956.8
15,23.0,1.0,12.0,12.0,0,3,Kolkata,Torrent Power Ltd.,741,8.7,6446.7
12,23.0,3.0,13.0,1.0,0,4,Shimla,Ringfeder Power Transmission India Pvt. Ltd.,615,7.7,4735.5
9,23.0,3.0,5.0,1.0,0,3,New Delhi,CESC,384,8.5,3264.0
14,22.0,2.0,12.0,1.0,0,4,Vadodara,Torrent Power Ltd.,530,7.8,4134.0
13,23.0,1.0,22.0,1.0,0,1,Vadodara,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,579,7.8,4516.2
22,23.0,1.0,18.0,1.0,0,12,Faridabad,CESC,673,8.1,5451.3
16,23.0,1.0,16.0,1.0,0,12,Pune,Guj Ind Power,636,9.1,5787.599999999999
15,23.0,2.0,10.0,1.0,0,6,Navi Mumbai,Kalpataru Power,441,9.3,4101.3
10,21.0,0.0,18.0,1.0,0,6,Ratnagiri,Unitech Power Transmission Ltd.,337,7.4,2493.8
20,23.0,3.0,7.0,1.0,0,6,Vadodara,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,519,7.8,4048.2
8,17.0,0.0,10.0,1.0,0,1,Shimla,Unitech Power Transmission Ltd.,193,7.7,1486.1000000000001
10,23.0,3.0,20.0,1.0,0,6,Noida,TransRail Lighting,494,8.2,4050.7999999999997
19,22.0,1.0,10.0,1.0,0,10,Hyderabad,Jyoti Structure,569,8.4,4779.6
14,23.0,2.0,22.0,1.0,0,12,Vadodara,Ringfeder Power Transmission India Pvt. Ltd.,512,7.8,3993.6
14,22.0,3.0,21.0,1.0,0,5,Gurgaon,CESC,693,8.3,5751.900000000001
11,23.0,3.0,18.0,1.0,0,8,Gurgaon,Bonfiglioli Transmission Pvt. Ltd.,552,8.3,4581.6
5,22.0,2.0,15.0,1.0,0,7,Ratnagiri,TransRail Lighting,611,7.4,4521.400000000001
8,22.0,0.0,8.0,1.0,0,1,Nagpur,Adani Power Ltd.,299,8.9,2661.1
16,22.0,2.0,18.0,1.0,0,2,Ahmedabad,Orient Green,555,7.9,4384.5
18,23.0,2.0,8.0,1.0,0,11,Chennai,Bonfiglioli Transmission Pvt. Ltd.,451,8.8,3968.8
5,23.0,0.0,20.0,1.0,0,6,Dahej,Unitech Power Transmission Ltd.,370,7.6,2812.0
23,23.0,2.0,11.0,1.0,0,12,Vadodara,TransRail Lighting,650,7.8,5070.0
9,23.0,3.0,21.0,1.0,0,4,Hyderabad,Adani Power Ltd.,674,8.4,5661.6
23,22.0,0.0,19.0,1.0,0,6,Kolkata,NTPC Pvt. Ltd.,629,8.7,5472.299999999999
11,22.0,0.0,15.0,1.0,0,7,Mumbai,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",499,9.2,4590.799999999999
18,22.0,3.0,9.0,1.0,0,10,Hyderabad,NTPC Pvt. Ltd.,520,8.4,4368.0
13,22.0,2.0,13.0,12.0,0,10,Ahmedabad,Orient Green,492,7.9,3886.8
21,23.0,1.0,9.0,1.0,0,11,Mumbai,Indowind Energy,594,9.2,5464.799999999999
21,22.0,0.0,17.0,1.0,0,2,Vadodara,JSW Energy Ltd.,451,7.8,3517.7999999999997
6,23.0,3.0,16.0,1.0,0,9,Ratnagiri,SJVN Ltd.,421,7.4,3115.4
18,23.0,2.0,7.0,1.0,0,10,Shimla,L&T Transmission & Distribution,475,7.7,3657.5
6,21.0,1.0,17.0,1.0,0,2,Ahmedabad,JSW Energy Ltd.,378,7.9,2986.2000000000003
11,23.0,3.0,21.0,1.0,0,2,Ratnagiri,Bonfiglioli Transmission Pvt. Ltd.,677,7.4,5009.8
13,23.0,0.0,7.0,1.0,0,2,Faridabad,L&T Transmission & Distribution,338,8.1,2737.7999999999997
15,23.0,0.0,14.0,1.0,0,3,Dahej,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,523,7.6,3974.7999999999997
15,22.0,2.0,20.0,1.0,0,8,Pune,Torrent Power Ltd.,719,9.1,6542.9
19,22.0,1.0,9.0,1.0,0,5,New Delhi,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",557,8.5,4734.5
19,23.0,3.0,3.0,1.0,0,10,Kolkata,Guj Ind Power,458,8.7,3984.5999999999995
12,23.0,2.0,14.0,1.0,0,1,Faridabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),578,8.1,4681.8
13,23.0,3.0,5.0,1.0,0,3,Hyderabad,SJVN Ltd.,587,8.4,4930.8
8,21.0,3.0,19.0,1.0,0,3,Gurgaon,Sunil Hitech Eng,444,8.3,3685.2000000000003
9,22.0,2.0,18.0,1.0,0,1,New Delhi,Unitech Power Transmission Ltd.,533,8.5,4530.5
14,22.0,0.0,22.0,1.0,0,6,Kolkata,Jyoti Structure,670,8.7,5828.999999999999
6,19.0,1.0,5.0,1.0,0,7,Shimla,Neueon Towers / Sujana Towers Ltd.,433,7.7,3334.1
19,23.0,2.0,3.0,1.0,0,4,Nagpur,JSW Energy Ltd.,477,8.9,4245.3
10,22.0,2.0,17.0,1.0,0,10,Ratnagiri,Jaiprakash Power,432,7.4,3196.8
21,22.0,0.0,19.0,1.0,0,6,Kolkata,Adani Power Ltd.,456,8.7,3967.2
22,23.0,0.0,8.0,12.0,0,7,Mumbai,Tata Power Company Ltd.,668,9.2,6145.599999999999
7,21.0,3.0,7.0,1.0,0,9,New Delhi,TransRail Lighting,381,8.5,3238.5
22,22.0,0.0,4.0,1.0,0,1,Noida,Jaiprakash Power,415,8.2,3402.9999999999995
9,19.0,1.0,7.0,1.0,0,8,Faridabad,NLC India,354,8.1,2867.4
13,22.0,0.0,5.0,1.0,0,6,Chennai,L&T Transmission & Distribution,391,8.8,3440.8
6,19.0,1.0,7.0,1.0,0,2,Dahej,Power Grid Corp,236,7.6,1793.6
13,22.0,0.0,13.0,1.0,0,8,Gurgaon,KEC International,347,8.3,2880.1000000000004
